SMILES,COD ID,Bandgap
CCOC(=O)[C@@H]1OC(c2ccccc2Br)=N[C@@]1(O)C(F)(F)F.CCOC(=O)[C@H]1OC(c2ccccc2Br)=N[C@]1(O)C(F)(F)F,4026916,3.591418
C[C@@]12C=C[C@@](C)(CC1)C(=C(Cl)Cl)O2.C[C@@]12C=C[C@@](C)(CC1)OC2=C(Cl)Cl,2218763,3.109188
COC(=O)c1cnccn1,2223859,2.6453480000000003
ClB1c2ccccc2-c2ccccc21,4315561,2.164404
COc1ccccc1C1c2c(C)c3ccccc3n2Bn2c1c(C)c1ccccc12,4067799,2.9863399999999998
N[NH3+].O=[N+]([O-])C=[N+]([O-])[O-],7053976,2.55546
COC(=O)c1cccc(C(=O)NCCCNC(=O)c2cccc(C(=O)OC)n2)n1.O,7219158,3.0722760000000005
CCOC(=O)/C(=C/Nc1ccc(C)cc1)C(=O)O,7218925,2.917893
Cc1ccc(N)[nH+]c1.Cc1ccc(N)[nH+]c1.O.O.O.O=C([O-])c1cc(C(=O)[O-])[nH]n1,2227566,2.922756
c1cn(Cn2ccnc2)cn1,2208852,4.746547
CC1=C(n2nc(C)c3ccccc32)C(=O)N(C)C1=O,4027869,1.826069
Nc1ncnc2c1ncn2CCC12C3C4C5C1[Fe]45321678C2C1C6C7(CCn1cnc3c(N)ncnc31)C28,4065269,2.439302
Cc1ccc(O)c(C(=O)c2ccc(Cl)cc2)c1,2209339,2.668456
CC(C)C(=O)c1nc2ccc(Br)cc2s1,4029889,2.612101
Cc1ccc(S(=O)(=O)N2C[C@H]2[C@@H](C)c2ccccc2)cc1,4023246,3.57699
NC(N)=C([N+](=O)[O-])[N+](=O)[O-],2103076,2.213559
O=C(OCCBr)C(C(=O)OCCBr)=c1ccc(=C(C(=O)OCCBr)C(=O)OCCBr)cc1,4112264,1.6298030000000001
C[C@H](C(=O)O)c1ccccc1,2104248,4.130399
CC(=O)Oc1ccc(/C=C/c2ccc(OC(C)=O)cc2)cc1,2223098,2.6944359999999996
CCOC(=O)[C@@H](C)c1ccc2cc(OC)ccc2c1,7221753,3.1630190000000002
CC1=NN(c2ccccc2)C(=O)/C1=C(\Nc1ccccc1C)c1ccccc1,2203236,2.631159
Brc1ccccc1/N=N/c1ccccc1Br,4508441,1.737006
COc1cc(OC)c(O)c(C(C)=O)c1,2233188,2.2403969999999997
NC(=O)c1ncn2c1NC[C@@H]1OC(N)=N[C@@H]12.NC(=O)c1ncn2c1NC[C@H]1OC(N)=N[C@H]12.O.O,4103568,3.44933
c1c[nH]c(C(c2ccc(C(c3ccc[nH]3)c3ccc[nH]3)cc2)c2ccc[nH]2)c1,2006959,3.710508
C1CN2CCN1CC2.O=S=O.O=S=O,1502449,3.683744
NC(N)=O.NC(N)=O.O=C(O)/C=C/C(=O)O,2101617,3.033952
c1ccc(/N=N/c2ccccc2[Te]2(c3ccccc3/N=N/c3ccccc3)O[Te](c3ccccc3/N=N/c3ccccc3)(c3ccccc3/N=N/c3ccccc3)O2)cc1.c1ccccc1,4063746,1.402788
C[N+]1(C)CC[C@H](O)[C@@H]1C(=O)[O-].O,2215204,5.479088
O=C1NC(=O)C2(C[C@H](O)[C@@H](CO)C2)C(=O)N1,2000054,3.657271
C[C@H](COCc1ccccc1)[C@@H](O)C(=O)Cc1ccccc1,4107555,3.9378189999999997
N#Cc1cc(Cl)ccn1,2240876,3.625921
Cc1cccc(C)c1/N=C/c1ccc2ccccc2c1O,7152077,2.2497999999999996
OCC(F)(F)C(F)(F)C(F)(F)CO,2017253,5.9230149999999995
O=C1OC(=O)c2cc(Br)c(Br)cc21,2002939,2.6159809999999997
CC[C@@H](C(N)=O)c1ccccc1,4511391,4.054803
CC(C)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,2203817,5.064922999999999
O=C(O)C(O)(C(F)(F)F)C(F)(F)F,2237566,5.403862
CS(C)=O.CS(C)=O.Cc1cn(C[C@H](O)[C@H](O)Cn2cc(C)c(=O)[nH]c2=O)c(=O)[nH]c1=O,7150808,3.1084490000000002
Oc1ccc(CNc2cccnc2)cc1,2200308,2.9983730000000004
CC1(C)[C@@H]2CC[C@@]1(C)C1=N[C@@H]([C@@H](O)C3CCCCC3)C(=O)O[C@@H]12,4024335,4.141229
CCOC(=O)C(=O)N[C@H]1CC[C@H](NC(=O)C(=O)OCC)CC1,2206710,3.5134589999999997
Cc1ccc([C@@H]2CN(C)[C@]3(C(=O)Nc4ccccc43)[C@]23Cc2ccccc2C3=O)cc1.Cc1ccc([C@H]2CN(C)[C@@]3(C(=O)Nc4ccccc43)[C@@]23Cc2ccccc2C3=O)cc1,2235589,2.106938
COC(=O)C[C@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@@H]2[C@@H]1N=[N+]=[N-],2203634,4.015228
CCCCCCCCn1c(=O)[nH]c2cc([N+](=O)[O-])ccc21,2229565,2.131682
CC(C)C([NH3+])C(=O)[O-],2005161,5.029997000000001
FC1(F)c2cc(-c3ccccc3)ccc2-c2cc3c(cc21)-c1ccc(-c2ccccc2)cc1C3(F)F,2104562,2.1170590000000002
C=C1c2ccccc2C(C)c2c(F)cc3c(c21)CCCC3,2001313,3.1908969999999997
C[Si](C)(c1ccccc1)[C@@H]1CC(=O)N[C@H]1C#N.C[Si](C)(c1ccccc1)[C@H]1CC(=O)N[C@@H]1C#N,4024836,4.028814
CC(C)[C@H]([NH3+])C[n+]1ccccc1N.[Br-].[Br-],2218365,2.620241
C=C1COC(=O)[C@@]12C[C@@H]1C[C@@H](O[Si](C)(C)C(C)(C)C)C[C@@H](C)[C@]1(C)C2=O.C=C1COC(=O)[C@]12C[C@H]1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@H](C)[C@@]1(C)C2=O,4026871,3.467612
CCCCOC(=O)c1ccc(O)cc1.NC(=O)c1ccncc1,2241433,2.5816749999999997
BrCc1cc(CBr)cc(CBr)c1,2018118,3.289772
Ic1ccc(-c2ccc(I)cc2)cc1,2204838,2.7289199999999996
Cn1cc(C(=O)C(Cl)Cl)c2ccccc21,7154447,2.551623
ClC(Cl)Cl.OC[C@@H]1[C@@H](OCc2ccccc2)[C@H](O)[C@H](O)CN1Cc1ccccc1,1511956,3.5033890000000003
CN(CCCCCl)c1ncc([N+](=O)[O-])c(Cl)n1,4031289,2.2482249999999997
CC(=O)O[C@H]1C[C@@H]2O[C@H]3OC(C)(C)O[C@H]3[C@]23C[C@H](C1)ON3Cc1ccccc1,4030544,3.834201
CNC(=O)c1cc(Oc2ccc(NC(=O)c3cccc(OC)c3)cc2)ccn1,2225076,3.022008
COc1ccc(N2C(=O)C(C)(C)C(c3ccccn3)=C2c2nnn3ccccc23)cc1,7152181,2.342524
O=C(O)c1cc(O)ccc1O,7053277,2.149088
Cc1cc(O)c2c(=O)cc(C)oc2c1,1502816,2.801324
c1ccc([C@@H]2C[C@H]3Oc4ccccc4N=C3c3ccccc32)cc1.c1ccc([C@H]2C[C@@H]3Oc4ccccc4N=C3c3ccccc32)cc1,7217236,2.423349
Cc1cc(C)cc(N)c1.Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,7204440,2.8318960000000004
OCc1ccccc1CNCCNCc1ccccc1CO,2016577,3.962123
C/C(CCc1ccccc1)=N\O,2231708,4.558289
CC(C)CC([NH3+])C(=O)O.O=[N+]([O-])[O-],2205677,3.612095
CC(=O)c1ccc2ccc3c(C(C)=O)ccc4ccc1c2c43,7115352,2.003187
CCc1ccc(CC)cc1,2018824,4.419775
CC(=O)Nc1ccc([N+](=O)[O-])cc1,1520354,2.1637370000000002
O=S(=O)(c1ccccc1)[C@@H]1CCCC[C@H]1O.O=S(=O)(c1ccccc1)[C@H]1CCCC[C@@H]1O,4022865,4.178474
O=C(NCc1ccc[nH+]c1)Nc1ccc([N+](=O)[O-])cc1.O=[N+]([O-])[O-],4500492,2.190744
CS(C)=O.CS(C)=O.O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,2013297,2.812672
Clc1nc2nc(n1)OCc1cccc(c1)COc1nc(Cl)nc(n1)Nc1cccc(c1)N2,4025465,3.047044
CC1(C)[C@H](O)C(=O)C[C@@]2(C)[C@@H]3CC[C@@](C)(C(=O)CO)CC3=CC[C@H]12,2208519,3.74918
CC(C(=O)O)c1ccc([N+](=O)[O-])c(CC(=O)O)c1,2203985,2.8644610000000004
CCOC(=O)NC(=O)CC(C)=O,2201181,3.846814
O=C(O)c1ccc(/N=N/c2ccc(C(=O)O)cc2)cc1,2223289,1.5237509999999999
O.O=C(Nc1ccc(NC(=O)c2ccncc2)cc1)c1ccncc1,2222814,2.547263
C[C@@H]1CO[C@H](c2ccccc2)CS1=O,7150031,3.7783169999999995
COc1ccc(C(=O)CCC(=O)O)cc1,2219891,3.0658060000000003
CC(C)[C@@H]1NC[C@H](C)NC1=O,2202051,4.210283
C[C@@]12CC(=O)O[C@@H]1[C@]13C[C@@]4(CO)[C@H](CC[C@H]5CCC=C5[C@]45CCC(=O)O[C@H]15)CN3C2.O,1516653,3.855588
Cc1ccc(S/C(=C\N(C)C)C(=O)c2ccc(Cl)cc2)cc1,1542317,2.350853
O=C(/C=C/C=C/C(=O)OCc1ccc2c(c1)OCO2)OCc1ccc2c(c1)OCO2,4504008,1.236929
c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)o4)cc3)o2)cc1,7226610,2.073436
C#C[C@H]1OC(C)(C)O[C@@H]1[C@@H](CO)OC(=O)c1ccc([N+](=O)[O-])cc1,1503559,1.945708
CCOC(=O)/C(C#N)=C(\C#N)C(=O)OCC,2203609,2.268784
CC(C)(C)OC(=O)NC1CC(N)C1,4025653,4.671093
C/C(=N\c1ccc(/N=C(\C)c2ccccc2)cc1)c1ccccc1,2214477,2.564767
Cc1ccc(S(=O)C[C@@H]2OCCCC2=O)cc1,1516663,3.282494
COC(=O)[C@]1(C)CC(=O)Oc2ccc(O)cc21,4020365,3.509353
CC(C)(C)c1cc(/C=N/O)c(O)c([N+](=O)[O-])c1,4325055,2.053216
OO[C@@H]1C[C@]23COOCC2=C[C@H]1OO3.OO[C@H]1C[C@@]23COOCC2=C[C@@H]1OO3,1512286,3.260937
[Br-].[NH3+]c1cc(Br)ccc1Br,2202329,3.5353200000000005
CC(=O)O[C@@H]1C2OC3(C)O[C@@H]1C(OS(=O)(=O)c1ccc(C)cc1)[C@H](O3)[C@@H]2OC(C)=O.CC(=O)O[C@H]1C2OC3(C)O[C@@H]1C(OS(=O)(=O)c1ccc(C)cc1)[C@H](O3)[C@H]2OC(C)=O,7200614,4.264047
O=C1c2ccccc2C(=O)[C@@H]2CC=CC[C@H]12,2205365,2.446003
FC(F)(F)c1cc(Br)c2ncc(-c3ccc(Cl)cc3)nc2c1,1501908,2.1611789999999997
O.O=C([O-])C(=O)[O-].[Ca+2],2105964,3.187505
Cc1cc(C(C)(C)C)cc(C)c1Br,4022363,3.2474350000000003
ClC(Cl)Cl,1504394,4.903984
C=CCC12c3ccccc3C(CC(=O)C1O)c1ccccc12,2231507,3.533152
C(C#Cc1ccc(C23C4C5C6C2[Fe]56432789C3C2C7C8C39)cc1)#Cc1ccccc1,1514814,1.979314
O=[N+]([O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br)cc1,1542650,3.040907
C[C@H]([NH3+])C(=O)[O-],7223939,5.152501
CC(C)[NH3+].CC(C)[NH3+].O=C([O-])/C=C/C=C/C(=O)[O-],4500722,2.941827
O=[N+]([O-])[C@H]1Cc2ccccc2N[C@@H]1c1ccc(Br)cc1,7154492,1.8319949999999998
O=C1C=CC(=NNc2ccc(Br)cc2)O1,4020201,1.6615859999999998
Cc1ccc(S(=O)(=O)N/N=C2C(=C/c3ccccc3)/CCCC/2C)cc1,1506228,2.777146
COc1ccc(O)c(/C=N/CC/N=C/c2cc(OC)ccc2O)c1,2234904,2.51566
II.c1ccc2c(c1)OCCOCCOCCOc1ccccc1OCCOCCOCCO2,1508367,1.996111
C[C@H]1[C@@H](Cc2ccc(Cl)cc2)C(=O)N(c2ccc(C#N)c(Cl)c2)C(=S)N1[C@H](C)c1ccccc1,7153463,2.3674470000000003
CCOC(=O)c1cc2ccc(C#Cc3ccc(N(C)C)cc3)cc2oc1=O,4030969,1.277688
O=C1C[C@H]2[C@@H](O1)[C@@H](O)[C@@]2(O)CO,2202921,4.960171000000001
C=CCC1(Nc2ccc(OC)cc2)C(=O)Nc2ccccc21,7155109,2.748627
O=C(Nc1ccccc1)Nc1ccccn1,4028466,3.2194650000000005
Cc1ccc(OC(=O)c2ccccc2)cc1C,2239050,3.182401
Clc1cccc(-n2ncc(I)n2)c1,7152395,3.0409550000000003
CC[C@@H]1c2ccccc2N[C@H](C(N)=O)c2ccccc21.CC[C@H]1c2ccccc2N[C@@H](C(N)=O)c2ccccc21,2020536,3.0153130000000004
CC(C)=O.[Br-].[Br-].c1ccc2c(c1)Cn1cc[n+]3c1-c1n(cc[n+]1C2)Cc1ccccc1C3,4063240,1.7957250000000002
Nc1cc[nH+]cc1.O=C([O-])CCC(=O)O,2221515,2.843255
O[C@H]1c2ccccc2CC[C@H]1Br,1505843,3.7678170000000004
c1ccc([Se][Se]c2ccccn2)nc1,2007394,2.8444209999999996
C=C(C)C[C@@]1(C(=O)OC)[C@H](O)[C@H](C)CN1C(=O)OC(C)(C)C,8102175,4.513241
Ic1ccc(/C=N/N=C/c2ccc(I)cc2)cc1,2016140,2.467517
COC(=O)c1cccc(NC(=O)[C@@H](C)NC(=O)OC(C)(C)C)c1,7204423,3.244383
CN(C)/C(O)=C(\C#N)C(=O)Nc1ccccc1,4024036,3.2532959999999997
O[Si](O)(C1CCCC1)C1CCCC1,1519494,5.225334
Nc1[nH+]nc(/C=C/c2n[nH+]c(N)n2N)n1N.[Cl-].[Cl-],4510651,2.125639
CC1(C)CN(S(=O)(=O)c2ccccc2[N+](=O)[O-])C[C@H]1C(=O)O,7152413,2.371214
Cc1ccc(OC[C@@H](O)CO)cc1,7105557,3.6740239999999997
CO[C@H](c1ccccn1)C12C3C4C5C1(P(=S)(c1ccccc1)c1ccccc1)[Fe]43521678C2C1C6C7C28,1505462,2.44382
O=C1C(=O)c2ccc(Br)cc2-c2cc(Br)ccc21,7200969,1.568514
CC(C)(C)OC(=O)CN1CCN(CC(=O)OC(C)(C)C)CC(O)(c2ccccc2)C1,7152908,3.2461620000000004
CC1(C)CC(/C=C/c2ccc(N(CCCl)CCCl)cc2)=CC(=C(C#N)C#N)C1,2228714,1.317066
C1CNCCN1.O=[N+]([O-])c1ccc(O)cc1.O=[N+]([O-])c1ccc(O)cc1,2238260,2.011177
CO.Cc1cc2nc[nH]c2cc1C,7224794,3.36646
CC1=C(C)[C@@H]([C@@H]2CCCN2C(=O)OCc2ccccc2)OC1=O.CC1=C(C)[C@H]([C@H]2CCCN2C(=O)OCc2ccccc2)OC1=O,4116458,4.12955
O=C(C1=C(c2ccccc2)OC(=O)C12CCC1=C2C(=O)c2ccccc2C12CC2)c1ccccc1,4028376,2.681298
O=C1C(O)=CC=C/C1=C/Nc1ccc([N+](=O)[O-])cc1,7213267,1.0666470000000001
CC(=N\c1ccccc1)/C(=N\Nc1ccc(Br)cc1)C(=O)c1ccccc1,7150063,2.097793
O=c1cc(CO)oc(CO)c1O,4116463,2.811879
CC(C)=O.ClC(Cl)Cl,7207488,3.461269
Cc1ccc(-c2c3ccccc3cc3c2sc2ccccc23)cc1,2241818,2.4493840000000002
CC(C)[C@@H]1COC(=O)N1C1=C[C@@H]2CC[C@H]1C[C@@H]2C(=O)c1ccc(Br)cc1,1512346,2.1482900000000003
O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].c1cc(C[NH2+]CC[NH2+]Cc2cc[nH+]cc2)cc[nH+]1,7217713,1.8026399999999998
FC(F)(F)C(F)(F)C(=C=C=C(c1ccccc1)C(F)(F)C(F)(F)F)c1ccccc1,2006330,1.8227959999999999
C(=C/c1c2ccccc2c(/C=C/c2cccnc2)c2ccccc12)\c1cccnc1,7109154,1.848629
c1ccc(C2=NNC(c3ccccn3)=NN2)nc1,7224941,1.976292
CCOC(C)=O.O=[N+]([O-])c1nn([O-])c([N+](=O)[O-])c1[N+](=O)[O-].[NH4+],7208039,1.984544
O=C(CBr)c1ccccc1,2229980,3.057414
COC(=O)C(C(=O)OC)c1ccccc1N(C)N=O,1542706,2.817576
COC1=CC(c2ccc[nH]2)=[NH+]C1=Cc1[nH]c(C)c2c1[C@H](C)CCC2.[Cl-],1520683,1.2640630000000002
O[C@H]1[C@@H]2CON(Cc3ccccc3)[C@@H]2[C@@H](O)[C@]12CCCCO2,4021836,3.7551059999999996
O=C1C=C[C@@H]2[C@@H]3C[C@H]1C(=O)[C@@]32c1ccccc1.O=C1C=C[C@H]2[C@H]3C[C@@H]1C(=O)[C@@]23c1ccccc1,4024539,2.597602
C=C[C@H](SC(=O)NCCCC)c1ccc(Br)cc1,4025513,3.5972719999999994
Oc1ccc(C(n2cccn2)(n2cccn2)n2cccn2)cc1,2232417,3.8971549999999997
NC(N)=O.NC(N)=O.O=C(O)CCCCC(=O)O,2230396,4.996764000000001
COc1nc2nc(n1)oc1c(F)c(F)c(oc3nc(OC)nc(n3)oc3c(F)c(F)c(o2)c(F)c3F)c(F)c1F,1512296,4.100627
CC(=O)Nc1ccc(O)cc1,2300232,3.578021
C[C@@H](NC(=O)[C@H](O)/C(=C/C#Cc1ccccc1)[Si](C)(C)C)c1ccc2ccccc2c1,1506154,3.256489
O=S1S[C@@H]2C=CC=C[C@H]1C2.O=S1S[C@H]2C=CC=C[C@@H]1C2,1507057,2.803612
O=C(O)CC(=O)O,4116149,4.914600999999999
NN1C(=O)c2ccccc2C12c1ccc(O)cc1Oc1cc(O)ccc12.O,2217394,3.048102
O=C1N[C@@H](c2ccccc2)CC[C@H]1F.O=C1N[C@H](c2ccccc2)CC[C@@H]1F,7154021,4.119656
O=[Se]1OCc2ccccc21,4020592,3.870878
C=C1C[C@@H]([C@H](C)c2ccc(Cl)cc2)OC1=O,4031858,3.3964170000000005
Clc1cc(Cl)cc(-n2cnnn2)c1,2233533,3.2194929999999995
OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,7224888,5.8924140000000005
Clc1cnc(Cl)c(Cl)c1,2211775,3.40373
Cl[Se](Cl)(Cl)c1ccccc1,7008552,2.425309
CCc1ccccc1NC(=O)c1ccccc1,1518420,3.8085000000000004
O=c1c2cncn2c(=O)c2cncn12,2212192,2.377766
C=CC[C@]1(CS(=O)c2ccc(C)cc2)CCc2c(C)c(O)c(C)c(C)c2O1,1504241,2.9470270000000003
CCCCCCN1C(=O)/C(=N\NC(=O)c2ccccc2)c2ccc(OC)cc21,1503663,1.7013289999999999
O=C(c1ccccc1O)[Pd]1(I)N2C=CC=CC2=C2C=CC=CN21,4077285,1.7312269999999998
CN1CCOCC1.CN1CCOCC1.Oc1ccc(O)cc1,2100234,3.4973549999999998
CN1C(=O)N2Cc3ccccc3SC2C1(C)C,7150257,3.532099
C/C(=N\N=C(/C)c1cccc([N+](=O)[O-])c1)c1cccc([N+](=O)[O-])c1,2233897,1.670583
C=C1C[C@@H](C(=O)O)C[C@@](C(=O)OC)(c2ccccc2)C1.C=C1C[C@H](C(=O)O)C[C@](C(=O)OC)(c2ccccc2)C1,4110268,3.9812019999999997
O=C(OCCCCCCOC(=O)[C@@H](O)C(F)F)[C@@H](O)C(F)F,7203263,5.319554
C#CCOCCOCCOc1cc(I)c(OCCOCCOCC#C)cc1I,1506860,3.233828
CCCCCC(=O)CCc1cn(Cc2ccccc2)c2ccccc12,4512455,3.149393
COc1cc(OC)cc([C@@H]2CC=C[C@H](c3ccccc3)C23C(=O)OC(C)(C)OC3=O)c1.COc1cc(OC)cc([C@H]2CC=C[C@@H](c3ccccc3)C23C(=O)OC(C)(C)OC3=O)c1,4022191,3.406683
C#C[C@@H]1OC(=O)O[C@]1(C)[C@@H](CC)NS(=O)(=O)c1ccc(C)cc1.C#C[C@H]1OC(=O)O[C@@]1(C)[C@H](CC)NS(=O)(=O)c1ccc(C)cc1,1508280,4.220923
COc1ccc(C2(O)c3ccccc3C(O)(c3ccc(OC)cc3)c3ccccc32)cc1,7105277,3.366531
CCOP(=O)(CC(=O)OCc1ccnc(-c2cc(COC(=O)CP(=O)(OCC)OCC)ccn2)c1)OCC,7150166,3.230493
COC(=O)[C@@H](NC(=O)c1ccncc1)C(C)C,4078967,3.386657
COc1ccc(C(O)(C2=C(C)C(=O)C=C(C)C2=O)c2ccc(OC)cc2)cc1,4025185,1.267649
Cc1ccc(C(=O)CC2(O)C(=O)Nc3ccccc32)cc1,2017530,2.681146
CC(C)n1ccn(-c2ccccc2)c1=[Pd](I)(I)=c1n(-c2ccccc2)ccn1C(C)C,4066977,2.500191
CC([NH3+])C(=O)O.O=C([O-])C(=O)O,2200427,3.475905
F[Si]1(c2cccc3ccc4cccnc4c23)c2ccccc2C=Cc2ccccc21,1512031,2.478294
CC(C)(C)C[W]1234(N=O)(c5ccccc5C#Cc5ccccc5)C5(C)C1(C)C2(C)C3(C)C54C,4075590,1.827572
COc1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccc(OC)cc2)cc1,4023020,2.704178
C(=N/c1nc2ccccc2s1)\c1cccs1,2235905,1.984996
C[C@H]1[C@@H](c2ccccc2)N([C@H]2C=C[C@H](c3cccc4ccccc34)O2)C(=O)N1C,4020296,2.768788
CC(=O)N1CC(=O)N(C(=O)O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)CC1=O,2006022,3.84816
COC(=O)CNC(=C1C(=O)N(c2ccccc2)N=C1C)c1ccco1,2231047,2.3479740000000002
N#Cc1nc(C2CCCCC2)oc1N,1520376,3.6467400000000003
CC(C)N1C(=O)[C@@](O)(c2ccc(C(=O)N[C@H](C)c3ccccc3)cc2)C1(C)C,4111529,3.603464
C[C@@]12C[C@]3(C)O[C@@](C)(C[C@](C)(O1)[P]3(C1CCCCC1)[Pd](Cl)(Cl)[P]1(C3CCCCC3)[C@@]3(C)C[C@@]4(C)O[C@]1(C)C[C@@](C)(O3)O4)O2,4071388,2.487244
CN(C)c1ccc(C#C/C(C#N)=C(\C#N)C#Cc2ccc(N(C)C)cc2)cc1,7150524,1.0692249999999999
CC(C)C1C(=O)N(C)c2ccncc21,1519797,3.7459049999999996
Cc1cccc(C(=O)C(=O)c2ccccc2)n1,2201414,1.983639
Cc1cc(C)c(B(c2ccccc2NC(=O)C(F)(F)F)c2c(C)cc(C)cc2C)c(C)c1,1506012,2.686572
O.O=C1NC(=O)[C@H](Cc2ccccc2)N1,2016105,4.224009
Cc1cc(C)c(N2[C]N(CCNC(C)(C)C)C=C2)c(C)c1,4068528,3.41719
Cn1c[n+](C)c(C(=O)O)c1C(=O)[O-],7219566,2.975428
[Cl-].[NH3+][C@@H]1CCCCNC1=O,7150090,4.541526
CCOC(=O)/C=C/C=C/C=C/C1=Cc2cc(C)ccc2OC1,2009555,1.417502
CCOC(=O)c1ccc(C)[nH]1,2230644,3.4052999999999995
O=NN1CCn2nnnc21,4021466,2.582751
Cc1nc2c(C#N)nnn2c2ccccc12,7151702,2.994526
COc1ccccc1/C=C/C(=O)/C=C(O)/C=C/c1ccccc1OC,2231352,1.81148
O=C(OCc1nnn(Cc2ccccc2)c1[C@H](O)COCc1ccccc1)c1ccc([N+](=O)[O-])cc1,4029682,2.224762
CC(C)=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2015917,1.8752579999999999
CC1=CC(=O)O[C@H]([C@H](O)[C@@](C)(O)CCC[C@@H](C)C2=CC(=O)C(C)(C)O2)C1,4028983,3.447883
C=C(C(=O)OC)N1C(=O)O[C@@](C)(OC)[C@]1(C)O,1503532,3.74188
CC(=O)N(CC(=O)N1CCCCC1)c1ccccc1,4025676,3.9044869999999996
N#CC1(C#N)[C@@H]2C=CC/C(=C\c3ccccc3)[C@@H](C=C2)C1(C#N)C#N.N#CC1(C#N)[C@H]2C=CC/C(=C\c3ccccc3)[C@H](C=C2)C1(C#N)C#N,8100693,3.455289
O=Cc1cc(Cl)cc(Cl)c1O,2218301,2.5547009999999997
C=C/C(Br)=C\N(c1ccccc1NS(=O)(=O)c1ccc(C)cc1)S(=O)(=O)c1ccc(C)cc1,4023614,2.923807
CC(C)(C)[C@@H]1CC[C@@]2(CCC(=O)N2)C(C)(C)C1.CC(C)(C)[C@H]1CC[C@]2(CCC(=O)N2)C(C)(C)C1,4024470,4.8867009999999995
Cc1ccc(NCC(=O)NN)cc1,2223156,3.316596
COc1ccc(-n2cnc(/C=N/O)c2)cc1,2000932,3.3518689999999998
COc1cc(C(n2nc(C)cc2C)n2nc(C)cc2C)ccc1O.O,7001855,3.871686
Cc1ccc([NH3+])cc1.O=[N+]([O-])[O-],2225732,3.629886
CCCCCCCCCCCCC#CC#Cc1ccc(C(=O)O)cc1,4507156,2.7448390000000003
O=[N+]([O-])C[C@H](O)[C@@H]1O[C@H](c2ccccc2)OC[C@H]1O,7103266,3.17243
CCOC(=O)/C=C/C=C/S(=O)(=O)c1ccccc1,2234113,3.0430900000000003
CN1C[C@H](Cc2ccccc2)N(C)C(=O)C1=O,4028921,3.6010679999999997
N#Cc1ccccc1-c1ccccc1C#N,4031946,3.101203
CCCCP(=O)(c1ccccc1)c1ccccc1,2212109,3.920643
C1COCCO1.NC(=O)c1ccc(O)cc1,2236204,3.556093
CCOC(=O)c1c(C)nc(Oc2ccccc2[N+](=O)[O-])c(C#N)c1N,2216129,2.622866
CC1=C[C@@H]([C@@H]2CCCN2C(=O)OCc2ccccc2)OC1=O.CC1=C[C@H]([C@H]2CCCN2C(=O)OCc2ccccc2)OC1=O,4116462,3.640549
O=C(O)c1cc(O)ccc1O,7053270,2.309509
O=C(O)c1cccc(O)c1O,2200756,2.558646
Cc1ccc(S(=O)(=O)N[C@@H]2C[C@H](O)[C@]3(C)C[C@@]2(C)[Se][Se]3)cc1.Cc1ccc(S(=O)(=O)N[C@H]2C[C@@H](O)[C@@]3(C)C[C@]2(C)[Se][Se]3)cc1,4024017,2.028417
O=C(O)c1ccnc(C(=O)O)c1.[NH3+][C@@H](CO)C(=O)[O-],2217301,2.5958229999999998
Cc1cn(CCCCC23C4C5C6C2[Fe]56432789C3C2C7C8C39)c(=O)[nH]c1=O,4023288,2.088606
O=C(O)c1cccc(C(=O)O)c1.O=C(O)c1cccc(C(=O)O)c1.c1cc(-c2ccncc2)ccn1,7219062,2.919563
COc1ccc(C2=CCCCC2=NO)cc1,8101122,3.2105840000000003
COc1ccc(CN2CCC[C@H](O)[C@H]2C(N)=O)cc1,2203826,3.4912609999999997
O.O=C(O)c1cc(O)c(O)c(O)c1,4507314,2.690773
O=[N+]([O-])c1ccccc1Cc1ccccc1[N+](=O)[O-],2239767,2.491161
Cc1c[nH+]cc(C)c1.[Br-],2011551,2.0695959999999998
COc1ccc2c(c1)[C@@]1(C)CCC[C@@H](C=C(c3ccccc3)c3ccccc3)[C@@H]1CC2.COc1ccc2c(c1)[C@]1(C)CCC[C@H](C=C(c3ccccc3)c3ccccc3)[C@H]1CC2,4030548,3.329511
CCO[C@H]1CCN2CCc3c([nH]c4ccccc34)[C@@]3(C(=O)OC)CCC=C1[C@H]23,1516115,3.309072
CC1(C)O[C@@H]2[C@H](O)C(CO)=CC(=O)[C@]23C[C@H]13.CC1(C)O[C@H]2[C@@H](O)C(CO)=CC(=O)[C@@]23C[C@@H]13,1503756,2.960513
Fc1cc(F)c(Br)c(F)c1,7212565,4.207049
Cc1cc(C)c(C(=O)Oc2poc(-c3c(C)cc(C)cc3C)p2)c(C)c1,1543489,2.884785
