,Bandgap,SMILES,COD ID
3062,2.985733,N#Cc1c(C2=C(C(c3c2cccc3)C(=C)C)Cc2ccccc2)cccc1,4513807
3064,2.815869,s1c(c2c([nH]c(c2)c2ccccc2)c2ccccc2)ccc1,7110001
3065,2.366257,c1ccc(cc1)c1nc2cc(ccc2nc1c1ccccc1)c1ccc2c(c1)nc(c(n2)c1ccccc1)c1ccccc1,2217052
3066,1.957499,c1(=S)ccoc(C)c1O,4312499
3067,2.946137,OC(=O)c1cc(O)c(O)c(O)c1,4507313
3068,5.477319,ClCC(Cl)CCl,2100662
3070,5.286977,[NH2+](CC(=O)[O-])C,7219103
3071,3.228414,Oc1c(nccc1)N,2231398
3072,3.365297,O1[C@@]23[C@H](CC(=O)C[C@H]2C)C(=O)C[C@H]1C=C3,1519849
3073,2.718878,[cH]12[cH]3[Fe]4567891([c]([cH]24)([cH]38)CN1CCCCC1)[c]1([cH]5[cH]6[cH]7[cH]91)CN1CCCCC1,4081493
3075,4.301941,O=C(OC(C)(C)C)[C@@H](NC(=O)[C@H](CNC(=O)NCC)C(F)(F)F)C(C)C,4024479
3076,3.014886,c1(cc(ccc1)C(=O)OC)NC(=O)CCCNC(=O)OC(C)(C)C,7150173
3078,3.21608,N1([C@H](C[C@H](C[C@@]21C(=C(CCC2)C#N)N)C)CCCCC)c1ccccc1,7151364
3079,3.00642,C1(N(C=CN1CCCC#N)CCCC#N)=[Pd](=C1N(C=CN1CCCC#N)CCCC#N)(Cl)Cl,4072695
3080,2.456268,Brc1n(c(nc1N(=O)=O)C)CCc1ccccc1,4030654
3081,2.271328,Oc1c(c2c(cc1)cccc2)/C=N/NC(=O)N,2221786
3082,2.742272,Clc1ccc(cc1)C1=NC[C@H](OC1=O)CN=N#N,1517959
3084,3.090055,O=CC1=CC[C@H](C[C@H]1O)C,1516752
3086,1.32651,C1(/Sc2c(ccc3ccccc23)S1)=C1\Sc2c(ccc3ccccc23)S1,7225909
3087,1.687678,Brc1ccc(N(CCCc2c3ccccc3cc3ccccc23)C)cc1,1516337
3088,3.067566,n1(cnc2c1cc(c(c2)C)C)C#Cc1ccccc1,4025204
3089,2.396133,OC(=O)c1ccc(nc1)c1ccc(cn1)C(=O)O,2223148
3091,3.501147,Clc1c(cc(Cl)cc1)C(=O)OC,2219617
3092,2.13048,Clc1nc2c(cc1)C(=O)c1c2nc(Cl)cc1,4081977
3093,2.578679,[Fe]12345678([cH]9[cH]1[c]2([cH]3[cH]49)[Se]CC#C)[cH]1[cH]5[cH]6[cH]7[c]81[Se]CC#C,4075721
3094,1.290623,n1c2ccccc2c(c2ccccc12)C#Cc1ccc(N(C)C)cc1,4020178
3095,2.319499,c1csc(c1)c1cccs1,2010263
3096,3.338077,Brc1ccc(cc1)NC(=O)OC[C@H](C)[C@H]1CC[C@@H]([C@@H](O1)CCOCc1ccccc1)C,4028344
3097,5.719347,C(O)CCCCCCCCCCCO,2006892
3098,3.613928,P(=O)(OCC)(OCC)[C@H](N(O[C@@H](c1ccc(F)cc1)C)C(C)(C)C)C(C)(C)C,7155030
3099,3.948998,Fc1ncccc1Cc1c(c(F)ncc1)C,4023920
3100,2.711008,[Fe]12345678([cH]9[cH]1[cH]2[cH]3[cH]49)[c]1([c]5([cH]6[cH]7[cH]81)Sc1c(cccc1)C)C(=O)N(C(C)C)C(C)C,4063309
3101,5.184248,O=C1O[C@]2(C1)CC[C@@H]1[C@H](C2)CC(=O)O1,1506736
3102,2.646263,O=N(=O)c1n(c(nc1)C)CCOC(=O)NC,2220524
3103,3.481989,[C@@H]1(C[C@@H]([C@@H](CO)O1)O)c1ccc(nc1)NC(=O)COc1ccccc1,7112730
3105,3.570277,CC(c1ccc(cc1)CN1CCN(CC1)Cc1ccc(cc1)C(C)(C)C)(C)C,2232293
3106,2.835647,[C@]12(C(=O)CC[C@@H](C1=O)[C@@H](CC2)CC(=O)c1ccc(cc1)Cl)C,1519411
3107,2.259231,Clc1ccc(N2c3c(n(C4N(c5ccccc5)C(=O)C4(C)C)c4ccc(Cl)cc34)C(=O)C(C2=O)(C)C)cc1,4022891
3108,4.12182,O1C(=O)[C@@]2(OC(O[C@]2(C(=O)OC)C1)(C)C)C(=O)OC,1506919
3109,3.638536,Clc1cc(ccc1)[C@@H]1OC(=O)[C@@H]1Oc1ccccc1,1506556
3110,5.085157,O[C@@]1([C@@H]2CCC(=C[C@@H]2OC1)C)C,8101848
3111,2.209457,O=n1c(ccc2c1cccc2)C(=O)O,2010905
3112,3.1778,S(=O)(=O)(c1ccc(c2ncccc2)c(c1)C#N)C,1518655
3113,2.653846,n1ccccc1CN(Cc1ncccc1)C(=S)SCc1ccc2ccccc2c1,7110146
3115,3.829104,S(=O)(=O)(N[C@H](C(=O)NC[C@](O)(C(=O)OC)C(F)(F)F)Cc1ccccc1)c1ccc(cc1)C,4020332
3116,3.851029,Clc1c(Cl)cc(Cl)cc1,7220021
3117,4.128203,C12([C@H]([C@@H](c3ccc(cc3)OC(C)(C)C)OC)N)OCC(CO1)(CO2)C,4020192
3118,4.511529,C1(=O)[C@H]([C@H]([C@]2([C@H](c3ccccc3C2)O1)C(=O)OC(C)(C)C)c1ccccc1)C,7153847
3119,3.834354,N1NC(CC)=C(C)C1=O,2231315
3120,2.337496,ON=C(N)\C=C/C(N)=NO,7050551
3121,2.879098,P(c1ccccc1)(c1ccccc1)c1ccccc1Nc1ccccc1P(C(C)C)C(C)C,4071141
3122,3.477677,O=C1CC[C@@]2([C@H](C1)CC[C@H]1[C@H]2CC2(OCCO2)[C@@]2([C@@H]1CCC2=O)C)C,4023038
3123,2.375609,N(=C\c1cccnc1)/Nc1ncccc1,2213955
3124,3.685346,N#C[C@H]1C[C@@H](CC(=O)[C@H]1C)C(=C)C,2237844
3125,3.196399,[C@@H]1(N(CCc2c3ccc(cc3[nH]c12)OC)C(=O)OC(C)(C)C)c1cc(ccc1)Br,1503787
3126,4.255234,Cc1ccccc1F,4507555
3127,0.911155,C1(/SC(=S)N(C1=S)CCCC)=C1\SC(=S)N(C1=S)CCCC,7154565
3128,2.379943,O=N(=O)c1n(c(nc1)C)CC(=O)C,2237698
3129,2.237661,Fc1c(C#CC#CC#CC#Cc2ccccc2)c(F)c(F)c(F)c1F,1504676
3130,4.415979,NCCN,2100668
3131,1.742594,n1nc2c3cccc4c3c(nnc4CCCCC)c3cccc(c1CCCCC)c23,1517549
3132,2.634139,O=C(C1C(C(C1c1ccccc1)C(=O)c1ccncc1)c1ccccc1)c1ccncc1,4103939
3133,5.425476,FC([C@@H](C(=O)OCCCCOC(=O)[C@@H](C(F)(F)F)O)O)(F)F,7100087
3134,1.751898,O=N(=O)c1cc2nn(C)c(C)c2cc1,2222727
3135,3.959161,C1N2CN3CP1CN(C3)C2,4123586
3136,2.722752,Clc1ccc(cc1)C(=O)CN=N#N,1506141
3137,1.716481,c1cc(ccn1)C(=O)NN1C(=O)c2ccc3C(=O)N(C(=O)c4ccc(C1=O)c2c34)NC(=O)c1ccncc1,1543198
3139,3.053845,Brc1ccc(cc1)C(=O)CCN=N#N,1504560
3140,2.43141,Brc1c(CCc2c(Br)c(Br)c(c(c2Br)Br)Br)c(Br)c(c(c1Br)Br)Br,2212056
3141,3.585444,CC(=O)Nc1ccc(cc1)O,2300229
3142,2.850092,OC1n2c3c(C=C1)cccc3nc2,4029189
3143,5.387688,[C@H]12[C@H]3[C@@H]([C@H](CO1)O2)OC(O3)(C)C,2212157
3144,2.191213,N1C(=O)c2c(C1=O)cc(N(=O)=O)cc2,2014550
3145,2.116276,[nH]1ccc2c1cc1c3c2ccc2c3c(ccc2)cc1,4021180
3146,3.191081,c1(=O)ccc2c(Cl)nccc2n1c1c(cccc1Cl)Cl,4022040
3147,1.222601,C(=C(C#N)\N=C\c1ccc(cc1OCCCCCCCCCC)N(C)C)(C#N)/N=C/c1ccc(cc1OCCCCCCCCCC)N(C)C,7221739
3148,5.095946,ClC(Cl)CCl,7103362
3149,3.016384,O1C2N(C(=O)N(C(=O)C=2C(C(=C1NC1CCCCC1)C(=O)OC)C(=O)OC)C)C,8102084
3150,1.810727,c1(ccc(cc1)Br)C1OC(/C2=C(C=1)c1ccccc1CC2)=C\C#N,7153693
3151,3.17564,O1C(=O)[C@H]([C@@H]([C@H]([C@@H]1C)c1ccccc1)c1ccccc1)[C@@H](C)C(=O)c1ccccc1,1502244
3152,3.206157,Fc1c(N2CN(CN(C2)c2c(F)cccc2)CCC)cccc1,2210653
3154,3.026726,O([C@H]1C[C@@H]2[C@H]3C(=C([C@H]3[C@H]1C2)c1ccccc1)C(=O)OCC)C(=O)C,2202393
3155,2.863516,BrC[C@]1(O[C@H]2C(=CC[C@@H]1C2)C=O)C,4104584
3156,3.773127,c1(c(cc(cc1CN1[C@@H]([C@H]2N(Cc3c(c(cc(c3)C)C)O)CCC2)CCC1)C)C)O,7116131
3157,3.369491,N#Cc1ccc(cc1)N,2101149
3158,2.221767,BrCc1nc2c(nc1CBr)csc2,4023820
3159,3.158207,O=C1NC(=CC(=O)C)NC(=O)N1,7053852
3161,3.0077,OC(=O)[C@@H]1[C@@H](C(=O)O)c2c3c1cccc3ccc2,2003334
3162,0.727069,[Ru]12345(Cl)(N(c6c(N1)c(SC)ccc6)c1ccccc1SC)[cH]1[cH]3[cH]4[cH]2[cH]51,4078658
3163,2.931801,N12c3ccc(cc3C(CC2)CC1)C#N,1540573
3164,3.437656,O=C1[C@H](C[C@@]2(C(=O)C[C@H]1C2)c1ccccc1)C,1520533
3166,2.450106,n12c(N(c3ccccc3)c3ccccc3)ccc1cccc2,1505261
3167,3.053284,[Se]=C1N(C=CN1c1c(cccc1C)C)c1c(cccc1C)C,7219402
3168,1.283895,O(c1ccc(/N=N/c2ccc(N(=O)=O)cc2)cc1)C,2012982
3170,2.423683,c1(F)nc(nc(F)n1)Nc1c(c2nc(F)nc(F)n2)[nH]cc1,4028546
3171,3.090263,BrC(Br)c1c(cc(OC)cc1)C,2011789
3172,2.157496,O=C1N(C(=O)c2cc(OC)c(OC)cc12)C,2211171
3173,3.49055,c1cc(ccc1OC)N1[C@@]([C@H](C1=O)O[C@@H]1[C@H]([C@H]2[C@@H]([C@H](C)O1)OC(C)(C)O2)O)(C#C)C,1504198
3174,4.208402,Br[C@@H]1[C@](O)(CC[C@@H](C1)C(=C)C[C@@H]1[C@H](O)[C@@](O)(CC[C@H]1C(=C)C)C)C,1511962
3175,2.560897,c1(c(OCOC)c(ccc1)CNC=O)c1c(OCOC)c(C=O)ccc1,2208976
3176,3.995939,c1(ccccc1)[C@H]1[C@H]2[C@@H]([C@](CO)(CO2)O1)O,7204488
3177,3.648689,n1cn(c2c1cc(c(c2)C)C)C#C,4025203
3178,3.452872,Fc1ccc(cc1)C(=O)O,1516194
3179,2.81226,FC(F)C(=O)N([C@H](c1c2c(ccc1)cccc2)C)CC(=O)N(C)C,4030995
3180,2.436736,n1c2c(cccc2ncc1c1ccccc1)C,1512574
3181,4.596758,[C@H]12OCCC[C@@H]1OC(=O)COC[C@@H]1[C@H](CCCO1)OC(=O)COC2,7212517
3182,2.783429,CCOc1cccc(c1O)/C=N/CCCC/N=C/c1cccc(c1O)OCC,2221243
3183,6.655697,[C@H]1(CC[C@H](CC1)C([C@@H](C(F)(F)F)F)(F)F)C([C@H](C(F)(F)F)F)(F)F,7213227
3184,2.119226,[C@]1([C@H]([C@@](CC1)(C)OC(=O)c1ccc(cc1)N(=O)=O)C)(C#N)C(=O)C(C)(C)C,4024007
3185,5.244545,O=C([O-])C(C)[NH3+],2012001
3186,1.209662,[Si](C#CC(=O)C(\c1ccc(N(=O)=O)cc1)=C/Nc1ccc(OC)cc1)(C)(C)C,4030955
3187,2.656817,Ic1ccccc1C1=C2C(=C(OC2(C)C)C(O)(C)C)C2=CCC=C[C@@H]12,4027789
3188,3.047085,O(c1c2c(ccc1OC)C(=C(OC)/C)/C(=O)N(C2)C)C,4020778
3189,3.533352,S(Sc1ccc(cc1)C)c1ccc(cc1)C,7115793
3190,3.133029,O=C(O)CCC(=O)c1ccc(OCC)cc1,2219890
3191,2.261654,Brc1ccc(/N=C/c2ccc(cc2)CCCCCCCC)c2c1cccc2,1540739
3192,2.703747,C1(=C[As](C(=C[As]1C)c1ccc(cc1)Br)C)c1ccc(Br)cc1,7035355
3193,1.77326,S=c1ccc2c(o1)cccc2,2103487
3194,3.490954,ClC1=CCCCC21N(CCO)CCc1c2cc2OCOc2c1,1505981
3195,3.530417,O1[C@@H]([C@@H](Nc2c(OC)cccc2)[C@H]2NC(=O)CC2)COC1(CC)CC,7153590
3196,3.987772,O[C@H](C#CC#C[C@@H](O)C)C,7106435
3198,1.470224,O=N(=O)c1cc(N)c(N)cc1,2019591
3200,1.701253,O=C1C(=C(Nc2ccccc2C)c2ccccc12)C(=O)Nc1ccccc1C,4022625
3201,3.193856,Clc1c(cc(OC(=C(C(=C(Cl)Oc2cc(c(Cl)c(c2)C)C)C(=O)OC)C(=O)OC)Cl)cc1C)C,4020244
3202,1.592243,O=C1OC(=C\C=C2/OC(=O)c3c2cccc3)/c2c1cccc2,2222991
3203,2.902566,Brc1ccc2ccccc2c1c1c2ccccc2ccc1c1c(F)c(F)c(F)c(F)c1F,4020349
3204,2.837746,O(C(OC(=O)C)c1cc(N(=O)=O)ccc1)C(=O)C,2217216
3205,1.071573,c12cccc3cc4cccc(c4c(c13)CCCC)C#CC#Cc1cccc3cc4cccc(c4c(c13)CCCC)C#CC#C2,1503735
3206,2.465888,N(=O)(=O)Nc1c(N(=Nc2c(NN(=O)=O)non2)=O)non1,1520064
3207,4.74585,N1(NC(=O)NC1=O)[C@H]1C[C@H]([C@H](CO1)O)O,2006145
3208,2.030955,O=C1c2c(C(=O)c3n(c(c(c13)C(=O)c1ccccc1)c1ccccc1)c1ccccc1)cccc2,4028688
3209,3.854315,[C@H]1(C[C@H](COCc2ccccc2)O[C@H](c2ccc(cc2)OC)O1)[C@H](C=C)[C@H](CO)O,4024749
3210,5.286789,[NH2+](CC(=O)[O-])C,2105847
3212,2.881436,c1(ccccc1)NC(=O)c1ccc(C(=O)Nc2ccccc2)cc1,7215712
3214,3.283357,O=C(C1=C(C(=O)OC(C)(C)C)[C@H]2O[C@@H]1[C@H]1[C@@H]2[C@H]2[C@@H]1[C@H]1O[C@@H]2C(=C1C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)OC(C)(C)C,2236284
3215,2.239164,o1c2c(OC)c(OC)c3ccc(=O)oc3c2cc1,2014552
3216,1.909433,O=N(=O)[C@H]1[C@@H](N(CC[C@]1(O)C)Cc1ccccc1)c1ccccc1,1503930
3217,2.568069,O(c1ccccc1)C(=O)c1cc(N(=O)=O)ccc1O,7155280
3218,4.551235,ClC(=N\O)/[C@H](OC(=O)C)C,1505425
3219,3.020775,c1(c2ccccc2)nn2c(n1)oc1c2cccc1,7119143
3221,3.868842,o1c2cccc(c2n(c1=O)Cc1ccccc1)C,4028813
3222,3.257606,C[NH3+],2209509
3223,4.2184,O[C@@H]([C@@H]1N(Cc2ccccc2)C(=O)C[C@@H]1O)C,4023111
3224,2.485796,[Fe]12345678([c]9(P(=S)(c%10ccccc%10)c%10ccccc%10)[cH]1[cH]2[cH]3[cH]49)[c]1([cH]5[cH]6[cH]7[cH]81)C(=O)NCCN(C)C,4081484
3225,3.283,n1ccc(cc1)c1ccncc1,2011724
3226,2.162666,S(/C(=C(SC)\C#C[Si](c1ccccc1)(c1ccccc1)c1ccccc1)C#C[Si](c1ccccc1)(c1ccccc1)c1ccccc1)C,1505653
3227,3.227944,Clc1ccc(/C=N/C(C\N=C\c2ccc(Cl)cc2)C)cc1,2211700
3228,2.698497,c1(cc2ccc3ccccc3c2c2ccccc12)C,4031311
3229,3.292843,Clc1cc(O)c(cc1O)c1ccccc1,4023800
3230,1.418481,O=N(=O)c1cn2c(c(nc2cc1)Nc1ccccc1)C(=O)OCC,2200758
3232,3.171617,OC(=O)c1c(ccc(c1C(=O)O)C(=O)O)C(=O)O,2001948
3233,5.247796,O=C(O)CCCCCC(=O)O,4116153
3234,2.836276,s1c(cc2ccc3cc(OC)ccc3c12)C,2009199
3235,4.509485,N1CCCC1,4513593
3236,5.062709,FC(F)(F)C(O)(C)C(=O)O,4109972
3237,2.472628,N(=O)(=O)c1c(O)c(c(O)cc1)C(=O)OC,2214310
3239,4.088288,OC(=O)Cc1ccc(cc1)CC(=O)O,2214141
3240,3.337377,CCOC(=O)COc1ccc(cc1)OCC(=O)OCC,2235883
3241,2.319916,O=c1[nH]c2c3ccccc3CCc2c(c1C#N)c1ccccc1,2231743
3242,2.680039,c1(ccccc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1,7005529
3243,3.30403,S=C1N([SiH](N2C(=S)N(C)C=C2)C)C=CN1C,4066500
3244,2.730649,C(=O)(OCc1ccccc1)/C=C\C=C/C(=O)OCc1ccccc1,4501737
3246,2.570962,O=C(c1c(C)c(C)c(c(c1C)C)C(=O)c1ccc(cc1)Cl)c1ccc(cc1)Cl,2001733
3247,2.932311,[Se]1(=O)N(C(=O)c2c1c(ccc2)C1OCC(N=1)(C)C)C(C)(C)CO,7151906
3248,3.669105,Ic1ccc(C(=O)N2[C@H](C(=O)N[C@@H](C(C(=O)OC)(C)C)CC(C)C)CCC2)cc1,4024608
3250,2.076317,c1c2c(/C=C/c3cccc(OCCC)c3)c3ccccc3c(c2ccc1)/C=C/c1cccc(OCCC)c1,7109420
3251,3.544116,O1C=C[C@@]2([C@H]([C@H]1CCc1ccccc1)[C@H]2c1ccccc1)c1ccccc1,1503093
3252,3.236677,O1[C@]2(OC[C@@H](O)CC2)C=CC1=O,7152305
3253,2.011373,c1(ccc(cc1)/N=N/c1ccc(cc1)Cl)Cl,4508436
3254,2.753451,Clc1ccc(c2c(c(Sc3ccccc3)ncc2)C#N)cc1,1513151
3255,3.030411,O1C(OC(=O)C(=C(c2ccccc2)/C)/C1=O)(C)C,4025024
3256,3.512434,C1(=O)[C@@H]2C(=O)CC[C@@H]2C(C)(C)O1,2218666
3257,0.841918,O=C1C(=Nc2c(C1=O)cccc2)c1ccccc1,8102143
3258,2.585085,[C@@H]12[C@@](CC[C@H](C(=O)/C=C/c3ccc(cc3)C)C1)(C)CCC=C2C,2230269
3259,4.842657,C(Cl)(Cl)Cl,7211802
3260,2.637842,O=C(Nc1ccncc1)C(=O)Nc1ccncc1,7052088
3261,2.298447,CC[C@]12C=CC3=C4SC(=O)C=C4CC[C@@H]3[C@H]2CC[C@H]1OC(=O)C,2001600
3262,3.208095,OC(=O)c1ccc(c(c1O)F)F,2239291
3263,2.444873,O=C1c2ccc(nc2Oc2c1cc(OC)cc2)C,7150441
3264,2.003148,Brc1c(C(=C(/SC)c2sccc2)/C#N)cc(OC)c(OC)c1,4024668
3266,3.807368,Clc1cccc(Cl)c1[C@H](O)CC(=O)CO,2211930
3267,3.058853,c1cnccc1C(=O)NNC(=O)CCC(=O)O,2201739
3268,3.533235,C(=O)(c1c(N)nn(c1)CC=C)O,2220281
3269,3.611471,S(Sc1ccccc1)c1ccccc1,7219114
3270,3.050748,O1N2C(=O)CCC32c2c(C1(c1c3cccc1)C)cccc2,4022101
3271,3.262486,c1ccccc1CN1CCn2c3C1CCCc3c(c2)C(=O)OCC,7151250
3272,3.387238,O=CN(Nc1ccccc1)c1ccccc1,7219584
3273,3.621126,OC(=O)c1ccc(cc1)F,1516189
3274,5.004947,N1CCCC1,7206441
3275,2.664409,S(C1=N[C@]2(c3c(N(C2=O)C)cccc3)[C@@H]2[C@@H](N1C(=O)c1ncccc1)CCC2)C,1520224
3276,4.145776,BrC1=C[C@H]2[C@@H]([C@H]([C@@H]1COCc1ccccc1)C=C)[C@@H](OC2)O,4024914
3277,2.009363,Oc1c(c2nc3c(nc2c2c(O)cccc2)cccc3)cccc1,4020785
3278,5.058186,O=C(OC)[C@@H](NC(=O)OC(C)(C)C)CC(=O)OC,2018757
3279,2.227725,c1(=O)cc(c2ccc(cc2o1)N)C,7202959
3280,2.89306,Brc1ccc([C@H]2Nc3ccccc3N(Cc3ccccc3)C(=O)C2)cc1,4026682
3281,4.551648,O=C1N[C@]2(OO)CCCC[C@@H]2CC1,2007408
3282,2.878937,Brc1c2c(CCl)ccc3CCc(c23)cc1,7035053
3283,2.826377,Clc1n2ncc(c2nc(c1)CCl)C#N,2234270
3284,4.16275,O1C(C)(C)OC(=O)C(=C2NCCN2)C1=O,7213522
3285,2.575542,N#Cc1ccc(C#Cc2ccccc2)cc1,7117163
3286,3.353907,n1ccn2c(OC)nc(OC)cc12,2013476
3287,1.640287,O=C1c2c(N/C1=C\C(=O)OC)cccc2,7106403
3288,3.780731,O(c1cc2c(cc1)[C@@H]1[C@]3(OC[C@H]([C@@H]3CO)CC1)CC2)C,4025929
3289,2.291522,C#CCOc1cccc(c1)/C=N/N=C/c1cccc(c1)OCC#C,2235620
3290,4.565497,O=C1[C@]2([C@@]1(C2C)C(C)(C)C)C(C)(C)C,4100665
3291,5.150345,[C@@H]12[C@H]3CC=CC[C@H]3[C@@H](CO)[C@@H](O1)OC2,7150656
3292,2.253498,C(#CC=C(c1ccccc1)c1ccccc1)C=C(c1ccccc1)c1ccccc1,1507464
3295,3.372512,S1C=CSCCCCSC=CSCCCC1,1507431
3296,5.085054,[C@H]1([C@@H]([C@H]([C@H]([C@@H](COC(=O)CC)O1)O)O)O)OC,7204908
3297,3.710765,O=C1NC(=O)C[C@]1(c1ccccc1)C,4511395
3298,1.023999,n1c2c3c(nc1N(C)C)ccc1nc(nc(cc2)c31)N(C)C,7037107
3300,3.217415,C(=O)(C(=O)O)O,4507990
3301,1.988791,n1(=O)ccn(cc1)=O,7203098
3302,4.141967,O1[C@H]2[C@H](OC(=NO)[C@H]2OC1(C)C)C=C,8100712
3303,3.398023,Oc1cc(c2ccc(Cl)cc2)ccc1O,2200518
3305,4.781335,N#CCNCC#N,2015716
3306,5.747594,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,2013642
3307,2.635315,c1(ccccc1)c1cc(=O)oc(c1C)C,2234438
3308,4.148877,ClC1(Cl)[C@@]([C@](O)(c2ccccc2)c2c(C)cccc2)(C)C1,4112526
3309,2.987951,S(C)C(SC)(SC)c1ncccc1C,4024183
3310,5.828293,[C@H]1([C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O,1518443
3312,3.31762,O[C@H]1C=C[C@]23[C@@H](N(C[C@@]2(O)OCc2cc4OCOc4cc32)C)C1,2007807
3313,2.872459,P(c1c(c2c(OC)cccc2cc1)C(=O)N(C(C)C)C(C)C)(c1ccccc1)c1ccccc1,1507453
3314,5.755672,[C@@](C#N)([C@@](C#N)(C)C1CC1)(C)C1CC1,7051167
3315,3.149714,O/N=C(\c1ccccc1)[C@@H]1N2OC[C@@H]3CCC[C@]23C(C)(C1)C,1517439
3316,3.421331,[C@@H]1(OS(=O)(=O)Cl)[C@@H](Cl)C(=CCC1)I,7153665
3317,6.013989,C#CCCCCCCC#C,7111228
3318,3.95903,O[C@H]1[C@@H](N[C@H](C#N)c2ccccc2)c2c(C1)cccc2,1507084
3319,3.615766,Brc1cc(Br)cc2n3CCCCc3nc12,1519759
3320,4.079469,O=C1N[C@@H]([C@H]1[C@H](O)C)C(=O)C1CC1,2208309
3321,4.373886,O1S(=O)(=O)N[C@H]([C@H]1c1ccccc1)C,4027251
3322,3.228964,n1(cc(c2c(=O)oc(cc12)C)C)C,2224866
3323,3.092832,P(=O)(OCC)(c1ccc(cc1)c1ccc(C(=O)OC)cc1)OCC,7226156
3325,2.408074,C1(=O)c2ccccc2C(=O)N1CC(=O)N[C@@H](Cc1ccncc1)C(=O)NCC(=O)OC,4021877
3326,3.513727,C1N(CN(CN(CN1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,4110146
3328,1.910506,[Ni](=C1N(C=CN1C)C)(=C1N(C=CN1C)C)=C1N(C=CN1C)C,4074118
3329,3.668014,O1[C@H]2O[C@@H](OC(=O)C)[C@@H]3O[C@@H]([C@]4(C2)[C@]13CCCC4)c1cc2OCOc2cc1,1507199
3330,2.207353,CCn1c(/C=C/c2nc3c(n2CC)cccc3)nc2c1cccc2,2014846
3331,3.135486,c1(OC)cc(OC)c([C@H]2C(=O)CCCC2)cc1,4029943
3332,2.89736,N1([C@H]2[C@@H]([C@H]3OC(O[C@H]3C[C@H]2CC1)(C)C)c1cc2OCOc2cc1)C(=O)c1ccc(Cl)cc1,7151765
3333,3.614039,O=C1[C@]23[C@@H](C[C@H]4C(C)([C@H]4[C@@H]1C=C([C@@H](O)[C@]2(O)[C@@H](O)C(=C3)C)C)C)C,4121659
3335,3.135714,Brc1cccc(c1)[C@@H]1[C@H]([C@H]([C@@H]1C(=O)c1ccccc1)c1cccc(c1)Br)C(=O)c1ccccc1,2212165
3336,3.861223,Cl[C@H]1[C@H](Cl)CCc2ccccc12,7153666
3339,5.811086,[C@H]1([C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O,1518434
3341,5.620582,O1[C@H]2COC(O[C@H]2[C@H](O)[C@H]1CO)(C)C,2202141
3342,1.637419,c1(ccc(cc1)N=C1c2c(C)cc(C)cc2N(c2cc3C(c4c(C)cc(C)cc4N(c3cc12)CCCC)=Nc1ccc(cc1)F)CCCC)F,7053847
3343,4.064246,N([C@@H](c1ccc(cc1)C)C#N)C(c1ccccc1)c1ccccc1,7117784
3344,3.270298,Brc1ccc(C(=O)OC[C@@H]2O[C@@]2(c2ccccc2)CC)cc1,1517357
3345,3.486733,[C@H]12C=C[C@@H]3OC(O[C@@H]3[C@@]31CCCC(=O)[C@]23C)(C)C,4028433
3346,1.808418,c1cnccc1C1=NNC(c2ccncc2)=NN1,2218701
3347,3.386092,C1[C@@H](C(=O)OC)N2[C@H]([C@H]([C@H]([C@H](C2=O)N=N#N)O)O)S1,7155084
3349,2.490702,Brc1ccc(cc1)[C@H](SC(=O)C)[C@H](N(=O)=O)C,7152592
3350,1.901688,n1(nc(c2c1nc1c(c2c2sccc2)CN(C/C1=C\c1sccc1)C)C)c1ccccc1,1503644
3352,5.148021,C(=O)(N)N,1008776
3353,2.918884,c1(c(ccc(c1)O)C(=O)C(=O)N(C)C)O,2205831
3355,4.849579,C(=O)([C@H](CCC(=O)OC)[NH3+])[O-],2207177
3356,3.019226,O[C@H](C=C)[C@H](OCc1ccccc1)[C@H](N(Cc1ccccc1)[C@@H](c1ccccc1)C)CO,1511955
3357,3.174067,Clc1c2cc[nH]c2ncc1,7206934
3358,2.610098,Clc1nnc(N)cc1,2215420
3359,1.976967,O1C(=NC(=C(C1=Nc1ccc(cc1)C)Nc1ccc(cc1)C)C(=O)OCC)c1ccccc1,4021554
3362,2.662811,S1C(=C([C@@H]([C@H]1C(=O)NC(=O)N1CCOCC1)c1ccc(F)cc1)C#N)N,4024498
3363,2.975407,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2C(=O)C[C@]2([C@H]1CC[C@@H]2C(=O)O)C)C,2012807
3364,4.296059,O1C(=O)C(=CC1C)CC(=O)O,7151972
3365,2.082012,O[C@H]1C[C@@H](O)c2c(O)ccc3[C@H]4CC(=O)c5c(O)cccc5C4=C1c23,1503462
3367,3.640877,O(c1ccc(O[C@@H]2O[C@H](CO)[C@@H]3OC(O[C@@H]3[C@H]2O)(C)C)cc1)C,7219828
3368,1.554939,N#CC(=C\c1ccccc1)/C=C/C(=C/c1ccccc1)C#N,1515000
3369,4.51798,[C@@]1(COS(=O)(=O)N1)(Cc1ccccc1)C(=O)OC(C)(C)C,7154189
3370,3.95512,[O-]C(=O)[C@H]1[NH+]=C(NCCC1)N,2228677
3371,5.445419,O1CC1,2104132
